doc_id,screen_name,party,message
2846,RepPatTiberi,Republican,"The Assad regime’s chemical attack on the Syrian people, including innocent children, was barbaric and immoral. President Trump responded with decisive and appropriate action through targeted air strikes directed at the source of these horrific attacks. Moving forward, it is important that the administration works with Congress to form a comprehensive strategy aimed at bringing stability to Syria and the region.  http://www.dispatch.com/news/20170407/ohioans-in-congress-back-syria-attack-but-many-want-more-information"
2847,congressmancomer,Republican,"Happening now: Congressman Comer is having a round table discussion with the Christian County Chamber of Commerce on tax reform, infrastructure and reducing burdensome government regulations.  He also presented a Congressional Record honoring the eclipse to Chamber President Kelli Pendleton, Judge Executive Steve Tribble and Mayor Carter Hendricks."
2848,repgosar,Republican,Congress returns to session next week. Let us know what the most important matters of business are to YOU.
2849,RepJasonLewis,Republican,This week the House Budget Committee will mark up the Fiscal Year 2018 Budget Resolution. I’ll work to reform our massive mandatory spending programs to get the spiraling national debt under control #MN02
2850,RepStephMurphy,Democrat,America should honor the patriotism of anyone who is willing and able to serve in our military. A ban on transgender service members contradicts our values and violates our laws.
2851,SenGaryPeters,Democrat,"Self-driving vehicles will completely revolutionize the way we get around in the future, and it is vital that public policy keep pace with these rapidly developing lifesaving technologies. Senator John Thune and I introduced bipartisan legislation that will help ensure Michigan and the United States continue to lead the world in self-driving vehicle innovation."
2852,darrellissa,Republican,"I keep saying that at a minimum, every American should be given the choice to buy into the same health insurance program options as federal employees. More choice ought to be something we can all agree on."
2853,SteveDainesMT,Republican,"Earlier this week, I helped organize a call between President-elect Donald J. Trump's Native American Coalition and Montana's tribes to ensure their voices are heard and  protect the important government-to-government relationship."
2854,SenatorKamalaHarris,Democrat,"Quick reminder: in most states, the deadline to enroll in health insurance through the online marketplace is days away. Californians, your deadline is January 31. Tell your friends, tell your family, tell everyone you know."
2855,106631626049851.0,Republican,"""For years, neighbors have contacted me complaining about this government intrusion and harassment and their fear that if they don’t comply, they will face a criminal penalty. The American Community Survey Act is an unnecessary waste and an abuse of government power."""
2856,repjimrenacci,Republican,Our final push for pro-growth tax reform was one of the major focal points this week in Washington.  Here is my #WeekInReview:
2857,mikeenzi,Republican,"On this Memorial Day, as on so many others in the past, we join together to remember those who gave their lives over the years so that our nation might be strong and free.  Because of them, we are able to pursue the American Dream and all that it promises and provides to us and our families."
2858,RepSanfordSC,Republican,"When it comes to the votes I take in Washington, it’s important that I know what people back home are thinking.   Accordingly, I’d ask that you take a minute of your time today to answer a survey my office put together on what Congress’ priorities should be when it comes to tax reform…."
2859,RepTomReed,Republican,Despite misinformation #TaxReform keeps many benefits that Americans count on. Visit fairandsimple.gop to get the details
2860,mcmorrisrodgers,Republican,"In Eastern Washington, more than 75% of taxpayers use the standard deduction when filing taxes. Our plan doubles that deduction, and that doesn’t even factor in the reduction of overall tax rates, the increase of the Child Tax Credit, the new Family Flexibility Tax Credit, or the lowering of small business tax rates. The Tax Cuts & Jobs Act is good for Eastern Washington. Want to read the bill for yourself? Visit https://fairandsimple.gop/"
2861,congressmanrodblum,Republican,Thank you to the City of Dubuque and Dubuque Area Chamber of Commerce for inviting me and my staff to spend the evening with you #IA01
2862,CongressmanDavidCicilline,Democrat,"Health care for millions of children is on the line, but the GOP is too busy strategizing about how to cut  taxes for the wealthiest Americans."
2863,RepAmiBera,Democrat,"When we stand up to injustice, America is stronger. On #CesarChavezDay, we must remember this lesson and recommit to this fight."
2864,115356957005.0,Democrat,"Conducting Research in Taiwan in 2018, apply now:"
2865,CongressmanClayHiggins,Republican,Great to be in Jennings this evening for the annual Stars and Stripes Celebration. We'll be celebrating July 4th tomorrow in Erath and New Iberia!
