username,text
BernieSanders,"Organizing our families, friends and communities for justice is what our campaign is all about. And now there's an app for that. We're proud to launch the new BERN app. #DownloadBERN now in the Apple Store and Google Play: http://berniesanders.app.link"
BernieSanders,"Tomorrow: join me and @IlhanMN at our rally in Minneapolis, featuring a live performance by Prince's longtime band New Power Generation. RSVP here: https://act.berniesanders.com/event/event-bernie-sanders-attend/35917"
realDonaldTrump,It was my honor to welcome @NASCAR Cup Series Champion @MartinTruex_Jr and his team to the @WhiteHouse yesterday!
BernieSanders,"We need your help today! When you vote, ask a poll worker for your precinct's turnout number and report it: http://votetracker.berniesanders.com."
realDonaldTrump,The Democrats only want to increase taxes and obstruct. That's all they are good at!
BernieSanders,"Imagine what your life would be like if your health care was guaranteed, your wages were fair, and an emergency wouldn't mean bankruptcy. What if you weren't up at night worrying about taking care of your family? All Americans deserve to feel that security, not just the rich."
realDonaldTrump,"I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also, good meeting with Kim Jong Un. Date & Place set."
BernieSanders,What we’re doing on on this campaign is treating the American people like they're intelligent human beings. https://twitter.com/aseitzwald/status/685633668665208832
BernieSanders,"Join me tomorrow Morgantown, West Virginia, to tell Republicans not to take away the health care of millions: https://go.berniesanders.com/page/event/detail/other/gpghml"
realDonaldTrump,"Chuck Schumer, I agree!"
BernieSanders,This campaign was never about Bernie Sanders. It's about a grassroots movement of Americans standing up and saying: 'Enough is enough!'
realDonaldTrump,"It has been two years since the tragedy in Parkland. We will always mourn the innocent lives taken from us – 14 wonderful students and 3 terrific educators. Earlier this week, I met with families whose experiences from that horrible day still pierce the soul...."
BernieSanders,"Not only is this the right thing to do from a moral perspective, it is also what the vast majority of the American people want us to do."
BernieSanders,"The decision to have an abortion is a right of any woman, without interference from politicians."
BernieSanders,"Bernie Sanders: speaking tonight in Mason City, Iowa. Hillary Clinton: at investment firm fundraiser in Philadelphia."
realDonaldTrump,Happy Mother’s Day!!!
realDonaldTrump,"Now that Russian collusion, after one year of intense study, has proven to be a total hoax on the American public, the Democrats and their lapdogs, the Fake News Mainstream Media, are taking out the old Ronald Reagan playbook and screaming mental stability and intelligence....."
BernieSanders,"Real change comes from the bottom on up, not the top on down. I'm proud to endorse @JCisnerosTX for Congress. Together, we will build a movement to transform this nation so that it works for all our people. Make a contribution to Jessica's campaign here: https://secure.actblue.com/donate/cisneros-bernie?refcode=social"
BernieSanders,Will Wall Street like me? No. Will they begin to play by the rules if I'm president? You better believe it.
realDonaldTrump,"A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy!"
BernieSanders,Full Sanders statement on attacks in Belgium:
realDonaldTrump,"This took place in the Rose Garden, just coming out of a cold Winter!"
BernieSanders,"Today, the wealthiest 62 people on this planet own as much wealth as the bottom half of the world’s population — around 3.6 billion people."
realDonaldTrump,"80% of Mexico’s Exports come to the United States. They totally rely on us, which is fine with me. They do have, though, very strong Immigration Laws. The U.S. has pathetically weak and ineffective Immigration Laws that the Democrats refuse to help us fix. Will speak to Mexico!"
BernieSanders,"Introducing our new podcast, """"""""Hear the Bern,"""""""" hosted by @briebriejoy! Hear all about the people, stories and ideas that are driving this political revolution. Episode 1 is live on Spotify, Google Play and iTunes. Tune in! #HeartheBern"
realDonaldTrump,The Trump Haters and Angry Democrats who wrote the Mueller Report were devastated by the No Collusion finding! Nothing but a total “hit job” which should never have been allowed to start in the first place!
BernieSanders,"If we are truly serious about leaving a planet that is habitable for our grandchildren, we must #KeepItInTheGround!"
BernieSanders,"Health care should be a right of all people, not a privilege. This is not a radical idea. It exists in every other major country on earth."
realDonaldTrump,The Republican Party will become “The Party of Healthcare!”
BernieSanders,"We need to ensure access to quality affordable childcare for working families, especially for parents who work non-traditional hours."
realDonaldTrump,"The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media!"
BernieSanders,"In my view, health care is a right of the people, not a privilege."
realDonaldTrump,"Melania, our great and very hard working First Lady, who truly loves what she is doing, always thought that “if you run, you will win.” She would tell everyone that, “no doubt, he will win.” I also felt I would win (or I would not have run) - and Country is doing great!"
realDonaldTrump,"Will be going to Evansville, Indiana, tonight for a big crowd rally with Mike Braun, a very successful businessman who is campaigning to be Indiana’s next U.S. Senator. He is strong on Crime & Borders, the 2nd Amendment, and loves our Military & Vets. Will be a big night!"
